msbook,msnum,edition,vol,page
29dhs,1860,vp,113,257
29dhs,1861,s1,29,302
29dhs,1861,c1,29,234
29dhs,1861,nd,29,260
29dhs,1861,c2,29,234
29dhs,1861,dy,34,291
29dhs,1862,bj,41,440
29dhs,1864,pts1,,206
29dhs,1864,s3,34,298
29dhs,1865,s1,29,303
29dhs,1865,vp,113,258
29dhs,1867,dy,34,292
29dhs,1868,c1,29,235
29dhs,1868,c2,29,235
29dhs,1869,nd,29,261
29dhs,1870,bj,41,442
29dhs,1871,s1,29,304
29dhs,1871,,29,305
29dhs,1871,c1,29,236
29dhs,1871,nd,29,262
29dhs,1871,c2,29,236
29dhs,1871,dy,34,293
29dhs,1871,pts1,,207
29dhs,1871,s3,34,299
29dhs,1871,,34,300
29dhs,1871,vp,113,259
29dhs,1874,dy,34,294
29dhs,1874,bj,41,444
29dhs,1875,pts1,,208
29dhs,1875,vp,113,260
29dhs,1876,s1,29,306
29dhs,1876,nd,29,263
29dhs,1876,s3,34,301
29dhs,1878,c1,29,237
29dhs,1878,c2,29,237
29dhs,1880,dy,34,295
29dhs,1881,s3,34,302
29dhs,1882,vp,113,261
29dhs,1883,bj,41,446
29dhs,1884,s1,29,307
29dhs,1884,pts1,,209
29dhs,1885,nd,29,264
29dhs,1887,c1,29,238
29dhs,1887,c2,29,238
29dhs,1887,dy,34,296
29dhs,1888,s3,34,303
29dhs,1889,vp,113,262
29dhs,1891,s1,29,308
29dhs,1893,bj,41,448
29dhs,1894,nd,29,265
29dhs,1894,pts1,,210
29dhs,1896,dy,34,297
29dhs,1897,c1,29,239
29dhs,1897,c2,29,239
29dhs,1897,s3,34,304
29dhs,1897,vp,113,263
29dhs,1899,s1,29,309
29dhs,1902,nd,29,266
29dhs,1902,bj,41,450
29dhs,1903,dy,34,298
29dhs,1904,pts1,,211
29dhs,1905,s3,34,305
29dhs,1906,vp,113,264
29dhs,1908,s1,29,310
29dhs,1908,c1,29,240
29dhs,1908,c2,29,240
29dhs,1912,nd,29,267
29dhs,1912,dy,34,299
29dhs,1913,bj,41,452
29dhs,1913,s3,34,306
29dhs,1914,pts1,,212
29dhs,1915,vp,113,265
29dhs,1916,s1,29,311
29dhs,1916,c1,29,241
29dhs,1916,c2,29,241
29dhs,1917,nd,29,268
29dhs,1917,dy,34,300
29dhs,1917,s3,34,307
29dhs,1919,s1,29,312
29dhs,1919,dy,34,301
29dhs,1919,bj,41,454
29dhs,1919,pts1,,213
29dhs,1919,s3,34,308
29dhs,1919,vp,113,266
29dhs,1921,c1,29,242
29dhs,1921,c2,29,242
29dhs,1922,nd,29,269
29dhs,1924,s1,29,313
29dhs,1926,s3,34,309
29dhs,1927,dy,34,302
29dhs,1927,bj,41,456
29dhs,1927,vp,113,267
29dhs,1928,s1,29,314
29dhs,1928,c1,29,243
29dhs,1928,c2,29,243
29dhs,1928,pts1,,214
29dhs,1929,nd,29,270
29dhs,1930,s3,34,310
29dhs,1931,dy,34,303
29dhs,1933,bj,41,458
29dhs,1934,s1,29,315
29dhs,1934,c1,29,244
29dhs,1934,nd,29,271
29dhs,1934,c2,29,244
29dhs,1934,pts1,,215
29dhs,1934,s3,34,311
29dhs,1934,vp,113,268
29dhs,1935,dy,34,304
29dhs,1936,s1,29,316
29dhs,1936,bj,41,460
29dhs,1936,s3,34,312
29dhs,1936,vp,113,269
29dhs,1937,c1,29,245
29dhs,1937,nd,29,272
29dhs,1937,c2,29,245
29dhs,1938,dy,34,305
29dhs,1938,pts1,,216
29dhs,1939,s1,29,317
29dhs,1939,s3,34,313
29dhs,1940,bj,41,462
29dhs,1942,nd,29,273
29dhs,1942,dy,34,306
29dhs,1942,vp,113,270
29dhs,1943,c1,29,246
29dhs,1943,c2,29,246
29dhs,1945,s1,29,318
29dhs,1945,pts1,,217
29dhs,1945,s3,34,314
29dhs,1949,bj,41,464
29dhs,1950,dy,34,307
29dhs,1950,vp,113,271
29dhs,1951,nd,29,274
29dhs,1951,s3,34,315
29dhs,1952,c1,29,247
29dhs,1952,c2,29,247
29dhs,1953,s1,29,319
29dhs,1956,,29,320
29dhs,1956,nd,29,275
29dhs,1956,dy,34,308
29dhs,1956,pts1,,218
29dhs,1956,s3,34,316
29dhs,1956,vp,113,272
29dhs,1957,s1,29,321
29dhs,1957,c1,29,248
29dhs,1957,c2,29,248
29dhs,1957,dy,34,309
29dhs,1957,bj,41,466
29dhs,1957,pts1,,219
29dhs,1957,s3,34,317
29dhs,1958,s1,29,322
29dhs,1958,c1,29,249
29dhs,1958,nd,29,276
29dhs,1958,c2,29,249
29dhs,1958,dy,34,310
29dhs,1958,s3,34,318
29dhs,1958,vp,113,273
29dhs,1959,bj,41,468
29dhs,1960,pts1,,220
29dhs,1961,s3,34,319
29dhs,1963,s1,29,323
29dhs,1963,c1,29,250
29dhs,1963,nd,29,277
29dhs,1963,c2,29,250
29dhs,1963,dy,34,311
29dhs,1963,vp,113,274
29dhs,1965,bj,41,470
29dhs,1965,s3,34,320
29dhs,1968,s1,29,324
29dhs,1968,nd,29,278
29dhs,1968,dy,34,312
29dhs,1968,pts1,,221
29dhs,1968,vp,113,275
29dhs,1969,c1,29,251
29dhs,1969,c2,29,251
29dhs,1970,s3,34,321
29dhs,1972,s1,29,325
29dhs,1972,dy,34,313
29dhs,1972,bj,41,472
29dhs,1973,nd,29,279
29dhs,1973,pts1,,222
29dhs,1973,s3,34,322
29dhs,1973,vp,113,276
29dhs,1974,c1,29,252
29dhs,1974,c2,29,252
29dhs,1976,s1,29,326
29dhs,1977,dy,34,314
29dhs,1978,s3,34,323
29dhs,1979,nd,29,280
29dhs,1979,vp,113,277
29dhs,1980,bj,41,474
29dhs,1980,pts1,,223
29dhs,1983,s1,29,327
29dhs,1983,c1,29,253
29dhs,1983,c2,29,253
29dhs,1983,dy,34,315
29dhs,1985,s3,34,324
29dhs,1986,nd,29,281
29dhs,1986,vp,113,278
29dhs,1988,pts1,,224
29dhs,1989,s1,29,328
29dhs,1989,dy,34,316
29dhs,1989,bj,41,476
29dhs,1990,s3,34,325
29dhs,1991,c1,29,254
29dhs,1991,c2,29,254
29dhs,1993,nd,29,282
29dhs,1994,vp,113,279
29dhs,1996,s1,29,329
29dhs,1996,dy,34,317
29dhs,1998,bj,41,478
29dhs,1998,pts1,,225
29dhs,1998,s3,34,326
29dhs,2000,c1,29,255
29dhs,2000,c2,29,255
29dhs,2002,s1,29,330
29dhs,2002,nd,29,283
29dhs,2002,vp,113,280
29dhs,2003,dy,34,318
29dhs,2006,s3,34,327
29dhs,2008,pts1,,226
29dhs,2009,bj,41,480
29dhs,2010,c1,29,256
29dhs,2010,c2,29,256
29dhs,2010,vp,113,281
29dhs,2012,nd,29,284
29dhs,2013,s1,29,331
29dhs,2013,dy,34,319
29dhs,2017,s3,34,328
29dhs,2021,bj,41,482
29dhs,2021,vp,113,282
29dhs,2022,nd,29,285
29dhs,2022,pts1,,227
29dhs,2024,c1,29,257
29dhs,2024,c2,29,257
29dhs,2025,s1,29,332
29dhs,2025,dy,34,320
29dhs,2027,s3,34,329
29dhs,2030,bj,41,484
29dhs,2030,vp,113,283
29dhs,2031,nd,29,286
29dhs,2032,dy,34,321
29dhs,2034,s1,29,333
29dhs,2034,pts1,,228
29dhs,2035,c1,29,258
29dhs,2035,c2,29,258
29dhs,2035,s3,34,330
29dhs,2039,nd,29,287
29dhs,2039,dy,34,322
29dhs,2039,bj,41,486
29dhs,2039,vp,113,284
29dhs,2041,s1,29,334
29dhs,2041,s3,34,331
29dhs,2043,c1,29,259
29dhs,2043,c2,29,259
29dhs,2043,pts1,,229
29dhs,2045,nd,29,288
29dhs,2045,dy,34,323
29dhs,2045,vp,113,285
29dhs,2046,s1,29,335
29dhs,2046,bj,41,488
29dhs,2046,s3,34,332
29dhs,2048,c1,29,260
29dhs,2048,c2,29,260
29dhs,2049,pts1,,230
29dhs,2050,nd,29,289
29dhs,2050,dy,34,324
29dhs,2050,s3,34,333
29dhs,2051,s1,29,336
29dhs,2051,vp,113,286
29dhs,2053,bj,41,490
29dhs,2056,c1,29,261
29dhs,2056,c2,29,261
29dhs,2056,dy,34,325
29dhs,2057,s1,29,337
29dhs,2057,nd,29,290
29dhs,2057,pts1,,231
29dhs,2057,s3,34,334
29dhs,2057,vp,113,287
29dhs,2059,s1,29,338
29dhs,2059,dy,34,326
29dhs,2059,bj,41,492
29dhs,2059,s3,34,335
29dhs,2060,c1,29,262
29dhs,2060,nd,29,291
29dhs,2060,c2,29,262
29dhs,2060,pts1,,232
29dhs,2062,vp,113,288
29dhs,2063,s3,34,336
29dhs,2064,bj,41,494
29dhs,2065,dy,34,327
29dhs,2066,s1,29,339
29dhs,2069,c1,29,263
29dhs,2069,nd,29,292
29dhs,2069,c2,29,263
29dhs,2071,pts1,,233
29dhs,2071,vp,113,289
29dhs,2073,s3,34,337
29dhs,2074,s1,29,340
29dhs,2074,dy,34,328
29dhs,2074,bj,41,496
29dhs,2076,nd,29,293
29dhs,2077,c1,29,264
29dhs,2077,c2,29,264
29dhs,2077,s3,34,338
29dhs,2077,vp,113,290
29dhs,2079,pts1,,234
29dhs,2081,s1,29,341
29dhs,2081,dy,34,329
29dhs,2082,bj,41,498
29dhs,2084,nd,29,294
29dhs,2084,s3,34,339
29dhs,2084,vp,113,291
29dhs,2085,c1,29,265
29dhs,2085,c2,29,265
29dhs,2090,s1,29,342
29dhs,2090,c1,29,266
29dhs,2090,nd,29,295
29dhs,2090,c2,29,266
29dhs,2090,dy,34,330
29dhs,2090,bj,41,500
29dhs,2090,s3,34,340
29dhs,2090,vp,113,292
29dhs,2093,pts1,,235
29dhs,2095,s1,29,343
29dhs,2095,c1,29,267
29dhs,2095,nd,29,296
29dhs,2095,c2,29,267
29dhs,2095,dy,34,331
29dhs,2095,s3,34,341
29dhs,2095,vp,113,293
29dhs,2098,bj,41,502
29dhs,2099,vp,113,294
29dhs,2100,pts1,,236
29dhs,2101,dy,34,332
29dhs,2103,s3,34,342
29dhs,2104,s1,29,344
29dhs,2104,nd,29,297
29dhs,2105,c1,29,268
29dhs,2105,c2,29,268
29dhs,2107,dy,34,333
29dhs,2107,bj,41,504
29dhs,2108,s1,29,345
29dhs,2108,pts1,,237
29dhs,2108,s3,34,343
29dhs,2108,vp,113,295
29dhs,2109,nd,29,298
29dhs,2110,c1,29,269
29dhs,2110,c2,29,269
29dhs,2110,dy,34,334
29dhs,2110,s3,34,344
29dhs,2111,bj,41,506
29dhs,2112,s1,29,346
29dhs,2113,nd,29,299
29dhs,2113,pts1,,238
29dhs,2113,vp,113,296
29dhs,2115,dy,34,335
29dhs,2116,c1,29,270
29dhs,2116,c2,29,270
29dhs,2116,s3,34,345
29dhs,2117,s1,29,347
29dhs,2119,bj,41,508
29dhs,2120,vp,113,297
29dhs,2122,nd,29,300
29dhs,2123,dy,34,336
29dhs,2123,pts1,,239
29dhs,2125,s3,34,346
29dhs,2126,s1,29,348
29dhs,2126,c1,29,271
29dhs,2126,c2,29,271
29dhs,2128,nd,29,301
29dhs,2128,dy,34,337
29dhs,2128,bj,41,510
29dhs,2128,s3,34,347
29dhs,2128,vp,113,298
29dhs,2130,s1,29,349
29dhs,2130,pts1,,240
29dhs,2133,c1,29,272
29dhs,2133,c2,29,272
29dhs,2135,s1,29,350
29dhs,2135,nd,29,302
29dhs,2135,dy,34,338
29dhs,2135,bj,41,512
29dhs,2135,s3,34,348
29dhs,2135,vp,113,299
29dhs,2136,pts1,,241
29dhs,2137,s3,34,349
29dhs,2138,c1,29,273
29dhs,2138,c2,29,273
29dhs,2138,dy,34,339
29dhs,2140,s1,29,351
29dhs,2140,nd,29,303
29dhs,2140,bj,41,514
29dhs,2140,vp,113,300
29dhs,2141,s3,34,350
29dhs,2143,s1,29,352
29dhs,2143,c1,29,274
29dhs,2143,nd,29,304
29dhs,2143,c2,29,274
29dhs,2143,dy,34,340
29dhs,2143,pts1,,242
29dhs,2145,vp,113,301
29dhs,2146,bj,41,516
29dhs,2148,dy,34,341
29dhs,2148,s3,34,351
29dhs,2149,s1,29,353
29dhs,2150,c1,29,275
29dhs,2150,nd,29,305
29dhs,2150,c2,29,275
29dhs,2151,pts1,,243
29dhs,2151,vp,113,302
29dhs,2152,dy,34,342
29dhs,2153,s3,34,352
29dhs,2155,s1,29,354
29dhs,2155,bj,41,518
29dhs,2156,nd,29,306
29dhs,2157,c1,29,276
29dhs,2157,c2,29,276
29dhs,2157,vp,113,303
29dhs,2158,dy,34,343
29dhs,2158,s3,34,353
29dhs,2159,pts1,,244
29dhs,2160,s1,29,355
29dhs,2162,nd,29,307
29dhs,2162,dy,34,344
29dhs,2162,bj,41,520
29dhs,2162,s3,34,354
29dhs,2163,c1,29,277
29dhs,2163,c2,29,277
29dhs,2163,vp,113,304
29dhs,2166,s1,29,356
29dhs,2168,pts1,,245
29dhs,2169,dy,34,345
29dhs,2170,nd,29,308
29dhs,2170,s3,34,355
29dhs,2172,bj,41,522
29dhs,2172,vp,113,305
29dhs,2173,c1,29,278
29dhs,2173,c2,29,278
29dhs,2176,s1,29,357
29dhs,2176,dy,34,346
29dhs,2177,nd,29,309
29dhs,2177,pts1,,246
29dhs,2177,s3,34,356
29dhs,2180,vp,113,306
29dhs,2181,c1,29,279
29dhs,2181,c2,29,279
29dhs,2181,bj,41,524
29dhs,2183,s1,29,358
29dhs,2183,dy,34,347
29dhs,2184,nd,29,310
29dhs,2184,s3,34,357
29dhs,2186,pts1,,247
29dhs,2186,vp,113,307
29dhs,2187,dy,34,348
29dhs,2188,s1,29,359
29dhs,2188,c1,29,280
29dhs,2188,nd,29,311
29dhs,2188,c2,29,280
29dhs,2188,bj,41,526
29dhs,2188,s3,34,358
29dhs,2191,s1,29,360
29dhs,2191,dy,34,349
29dhs,2191,vp,113,308
29dhs,2192,pts1,,248
29dhs,2193,s3,34,359
29dhs,2195,c1,29,281
29dhs,2195,nd,29,312
29dhs,2195,c2,29,281
29dhs,2195,bj,41,528
29dhs,2197,s1,29,361
29dhs,2197,dy,34,350
29dhs,2198,s3,34,360
29dhs,2198,vp,113,309
29dhs,2200,c1,29,282
29dhs,2200,nd,29,313
29dhs,2200,c2,29,282
29dhs,2200,pts1,,249
29dhs,2201,dy,34,351
29dhs,2201,bj,41,530
29dhs,2202,s1,29,362
29dhs,2203,s3,34,361
29dhs,2204,vp,113,310
29dhs,2205,nd,29,314
29dhs,2207,dy,34,352
29dhs,2207,pts1,,250
29dhs,2208,c1,29,283
29dhs,2208,c2,29,283
29dhs,2208,s3,34,362
29dhs,2209,s1,29,363
29dhs,2210,bj,41,532
29dhs,2210,vp,113,311
29dhs,2211,nd,29,315
29dhs,2212,dy,34,353
29dhs,2214,s1,29,364
29dhs,2214,c1,29,284
29dhs,2214,c2,29,284
29dhs,2214,pts1,,251
29dhs,2214,s3,34,363
29dhs,2216,nd,29,316
29dhs,2216,vp,113,312
29dhs,2218,dy,34,354
29dhs,2218,bj,41,534
29dhs,2220,s3,34,364
29dhs,2221,s1,29,365
29dhs,2222,c1,29,285
29dhs,2222,c2,29,285
29dhs,2223,nd,29,317
29dhs,2223,pts1,,252
29dhs,2224,dy,34,355
29dhs,2224,vp,113,313
29dhs,2226,bj,41,536
29dhs,2226,s3,34,365
29dhs,2228,s1,29,366
29dhs,2229,c1,29,286
29dhs,2229,c2,29,286
29dhs,2230,dy,34,356
29dhs,2231,nd,29,318
29dhs,2231,vp,113,314
29dhs,2232,pts1,,253
29dhs,2232,s3,34,366
29dhs,2234,s1,29,367
29dhs,2234,bj,41,538
29dhs,2235,dy,34,357
29dhs,2236,c1,29,287
29dhs,2236,nd,29,319
29dhs,2236,c2,29,287
29dhs,2237,s3,34,367
29dhs,2237,vp,113,315
29dhs,2241,s1,29,368
29dhs,2242,pts1,,254
29dhs,2243,dy,34,358
29dhs,2244,bj,41,540
29dhs,2245,nd,29,320
29dhs,2246,c1,29,288
29dhs,2246,c2,29,288
29dhs,2246,s3,34,368
29dhs,2246,vp,113,316
29dhs,2248,s1,29,369
29dhs,2250,dy,34,359
29dhs,2252,pts1,,255
29dhs,2253,bj,41,542
29dhs,2254,nd,29,321
29dhs,2255,s3,34,369
29dhs,2255,vp,113,317
29dhs,2257,s1,29,370
29dhs,2257,c1,29,289
29dhs,2257,c2,29,289
29dhs,2260,dy,34,360
29dhs,2263,nd,29,322
29dhs,2263,pts1,,256
29dhs,2264,bj,41,544
29dhs,2264,s3,34,370
29dhs,2264,vp,113,318
29dhs,2265,s1,29,371
29dhs,2266,c1,29,290
29dhs,2266,c2,29,290
29dhs,2267,dy,34,361
29dhs,2269,nd,29,323
29dhs,2269,s3,34,371
29dhs,2271,s1,29,372
29dhs,2271,pts1,,257
29dhs,2271,vp,113,319
29dhs,2272,bj,41,546
29dhs,2273,dy,34,362
29dhs,2274,c1,29,291
29dhs,2274,c2,29,291
29dhs,2274,s3,34,372
29dhs,2275,nd,29,324
29dhs,2276,s1,29,373
29dhs,2276,dy,34,363
29dhs,2276,vp,113,320
29dhs,2277,pts1,,258
29dhs,2278,bj,41,548
29dhs,2278,s3,34,373
29dhs,2280,c1,29,292
29dhs,2280,nd,29,325
29dhs,2280,c2,29,292
29dhs,2283,s1,29,374
29dhs,2283,dy,34,364
29dhs,2284,vp,113,321
29dhs,2287,s3,34,374
29dhs,2288,nd,29,326
29dhs,2288,bj,41,550
29dhs,2288,pts1,,259
29dhs,2289,s1,29,375
29dhs,2289,c1,29,293
29dhs,2289,c2,29,293
29dhs,2289,dy,34,365
29dhs,2291,vp,113,322
29dhs,2292,s3,34,375
29dhs,2293,nd,29,327
29dhs,2293,dy,34,366
29dhs,2294,s1,29,376
29dhs,2295,c1,29,294
29dhs,2295,c2,29,294
29dhs,2295,bj,41,552
29dhs,2296,pts1,,260
29dhs,2297,dy,34,367
29dhs,2297,s3,34,376
29dhs,2297,vp,113,323
29dhs,2299,s1,29,377
29dhs,2299,nd,29,328
29dhs,2301,c1,29,295
29dhs,2301,c2,29,295
29dhs,2301,bj,41,554
29dhs,2301,s3,34,377
29dhs,2302,dy,34,368
29dhs,2302,pts1,,261
29dhs,2303,s1,29,378
29dhs,2303,vp,113,324
29dhs,2304,nd,29,329
29dhs,2305,s3,34,378
29dhs,2306,c1,29,296
29dhs,2306,c2,29,296
29dhs,2306,dy,34,369
29dhs,2307,s1,29,379
29dhs,2307,bj,41,556
29dhs,2307,pts1,,262
29dhs,2307,vp,113,325
29dhs,2308,nd,29,330
29dhs,2308,s3,34,379
29dhs,2310,c1,29,297
29dhs,2310,c2,29,297
29dhs,2310,dy,34,370
29dhs,2311,s1,29,380
29dhs,2312,s3,34,380
29dhs,2312,vp,113,326
29dhs,2313,nd,29,331
29dhs,2313,bj,41,558
29dhs,2313,pts1,,263
29dhs,2317,dy,34,371
29dhs,2319,s1,29,381
29dhs,2320,c1,29,298
29dhs,2320,c2,29,298
29dhs,2321,vp,113,327
29dhs,2322,nd,29,332
29dhs,2322,s3,34,381
29dhs,2323,bj,41,560
29dhs,2324,dy,34,372
29dhs,2324,pts1,,264
30vbh,2,s1,30,1
30vbh,2,c1,30,1
30vbh,2,nd,30,3
30vbh,2,c2,30,1
30vbh,2,dy,35,1
30vbh,2,bj,42,2
30vbh,2,pts1,,1
30vbh,2,s3,35,1
30vbh,2,vp,114,1
30vbh,3,,114,2
30vbh,5,dy,35,2
30vbh,6,s1,30,2
30vbh,6,c1,30,2
30vbh,6,nd,30,4
30vbh,6,c2,30,2
30vbh,6,pts1,,2
30vbh,6,s3,35,2
30vbh,8,bj,42,4
30vbh,9,vp,114,3
30vbh,11,nd,30,5
30vbh,11,dy,35,3
30vbh,12,s1,30,3
30vbh,12,s3,35,3
30vbh,14,c1,30,3
30vbh,14,c2,30,3
30vbh,14,pts1,,3
30vbh,15,dy,35,4
30vbh,16,bj,42,6
30vbh,16,vp,114,4
30vbh,17,s1,30,4
30vbh,17,nd,30,6
30vbh,18,s3,35,4
30vbh,20,dy,35,5
30vbh,21,s1,30,5
30vbh,21,c1,30,4
30vbh,21,nd,30,7
30vbh,21,c2,30,4
30vbh,21,pts1,,4
30vbh,22,s3,35,5
30vbh,22,vp,114,5
30vbh,23,s1,30,6
30vbh,23,dy,35,6
30vbh,23,bj,42,8
30vbh,24,c1,30,5
30vbh,24,nd,30,8
30vbh,24,c2,30,5
30vbh,24,pts1,,5
30vbh,24,s3,35,6
30vbh,25,dy,35,7
30vbh,25,vp,114,6
30vbh,26,s1,30,7
30vbh,27,s3,35,7
30vbh,28,nd,30,9
30vbh,28,bj,42,10
30vbh,29,c1,30,6
30vbh,29,c2,30,6
30vbh,29,dy,35,8
30vbh,30,s1,30,8
30vbh,30,vp,114,7
30vbh,31,pts1,,6
30vbh,31,s3,35,8
30vbh,32,s1,30,9
30vbh,32,nd,30,10
30vbh,32,dy,35,9
30vbh,33,c1,30,7
30vbh,33,c2,30,7
30vbh,33,bj,42,12
30vbh,33,pts1,,7
30vbh,33,s3,35,9
30vbh,33,vp,114,8
30vbh,34,s1,30,10
30vbh,34,nd,30,11
30vbh,34,dy,35,10
30vbh,34,s3,35,10
30vbh,35,c1,30,8
30vbh,35,c2,30,8
30vbh,36,s1,30,11
30vbh,36,dy,35,11
30vbh,36,vp,114,9
30vbh,37,nd,30,12
30vbh,38,bj,42,14
30vbh,38,pts1,,8
30vbh,38,s3,35,11
30vbh,41,s1,30,12
30vbh,41,c1,30,9
30vbh,41,nd,30,13
30vbh,41,c2,30,9
30vbh,41,dy,35,12
30vbh,41,vp,114,10
30vbh,42,s3,35,12
30vbh,43,s1,30,13
30vbh,43,c1,30,10
30vbh,43,nd,30,14
30vbh,43,c2,30,10
30vbh,43,dy,35,13
30vbh,43,bj,42,16
30vbh,43,pts1,,9
30vbh,43,s3,35,13
30vbh,44,s1,30,14
30vbh,44,vp,114,11
30vbh,45,dy,35,14
30vbh,46,pts1,,10
30vbh,46,s3,35,14
30vbh,47,s1,30,15
30vbh,47,c1,30,11
30vbh,47,nd,30,15
30vbh,47,c2,30,11
30vbh,47,bj,42,18
30vbh,48,vp,114,12
30vbh,49,dy,35,15
30vbh,51,s1,30,16
30vbh,51,nd,30,16
30vbh,51,s3,35,15
30vbh,52,c1,30,12
30vbh,52,c2,30,12
30vbh,52,dy,35,16
30vbh,52,pts1,,11
30vbh,53,s1,30,17
30vbh,53,nd,30,17
30vbh,53,bj,42,20
30vbh,53,s3,35,16
30vbh,53,vp,114,13
30vbh,54,s1,30,18
30vbh,54,c1,30,13
30vbh,54,c2,30,13
30vbh,54,dy,35,17
30vbh,54,pts1,,12
30vbh,54,s3,35,17
30vbh,56,bj,42,22
30vbh,56,vp,114,14
30vbh,57,s1,30,19
30vbh,57,nd,30,18
30vbh,57,dy,35,18
30vbh,57,s3,35,18
30vbh,58,c1,30,14
30vbh,58,c2,30,14
30vbh,58,pts1,,13
30vbh,59,vp,114,15
30vbh,60,s1,30,20
30vbh,60,nd,30,19
30vbh,60,dy,35,19
30vbh,60,s3,35,19
30vbh,61,bj,42,24
30vbh,61,pts1,,14
30vbh,63,dy,35,20
30vbh,64,s3,35,20
30vbh,65,s1,30,21
30vbh,65,c1,30,15
30vbh,65,nd,30,20
30vbh,65,c2,30,15
30vbh,65,vp,114,16
30vbh,70,dy,35,21
30vbh,70,bj,42,26
30vbh,70,pts1,,15
30vbh,73,s3,35,21
30vbh,74,vp,114,17
30vbh,75,s1,30,22
30vbh,75,c1,30,16
30vbh,75,nd,30,21
30vbh,75,c2,30,16
30vbh,78,dy,35,22
30vbh,80,bj,42,28
30vbh,80,s3,35,22
30vbh,81,pts1,,16
30vbh,81,vp,114,18
30vbh,82,s1,30,23
30vbh,82,c1,30,17
30vbh,82,nd,30,22
30vbh,82,c2,30,17
30vbh,82,dy,35,23
30vbh,82,pts1,,17
30vbh,82,s3,35,23
30vbh,83,bj,42,30
30vbh,84,s1,30,24
30vbh,84,,30,25
30vbh,84,c1,30,18
30vbh,84,nd,30,23
30vbh,84,c2,30,18
30vbh,84,dy,35,24
30vbh,84,bj,42,32
30vbh,84,pts1,,18
30vbh,84,,,19
30vbh,84,s3,35,24
30vbh,84,vp,114,19
30vbh,86,nd,30,24
30vbh,87,s1,30,26
30vbh,88,c1,30,19
30vbh,88,c2,30,19
30vbh,88,dy,35,25
30vbh,88,vp,114,20
30vbh,90,s3,35,25
30vbh,91,pts1,,20
30vbh,93,bj,42,34
30vbh,97,nd,30,25
30vbh,98,vp,114,21
30vbh,99,dy,35,26
30vbh,101,c1,30,20
30vbh,101,c2,30,20
30vbh,101,bj,42,36
30vbh,101,s3,35,26
30vbh,103,nd,30,26
30vbh,103,dy,35,27
30vbh,103,pts1,,21
30vbh,103,vp,114,22
30vbh,106,c1,30,21
30vbh,106,c2,30,21
30vbh,106,bj,42,38
30vbh,107,s1,30,27
30vbh,111,pts1,,22
30vbh,114,nd,30,27
30vbh,114,dy,35,28
30vbh,114,vp,114,23
30vbh,119,s3,35,27
30vbh,121,c1,30,22
30vbh,121,c2,30,22
30vbh,123,s1,30,28
30vbh,123,pts1,,23
30vbh,124,bj,42,40
30vbh,125,nd,30,28
30vbh,126,dy,35,29
30vbh,126,vp,114,24
30vbh,134,s3,35,28
30vbh,135,pts1,,24
30vbh,136,c1,30,23
30vbh,136,c2,30,23
30vbh,137,nd,30,29
30vbh,137,vp,114,25
30vbh,138,s1,30,29
30vbh,139,dy,35,30
30vbh,142,bj,42,42
30vbh,147,pts1,,25
30vbh,149,vp,114,26
30vbh,150,nd,30,30
30vbh,152,s3,35,29
30vbh,153,c1,30,24
30vbh,153,c2,30,24
30vbh,155,s1,30,30
30vbh,155,dy,35,31
30vbh,159,pts1,,26
30vbh,161,vp,114,27
30vbh,164,nd,30,31
30vbh,164,bj,42,44
30vbh,165,s3,35,30
30vbh,166,s1,30,31
30vbh,166,c1,30,25
30vbh,166,c2,30,25
30vbh,166,dy,35,32
30vbh,167,pts1,,27
30vbh,167,s3,35,31
30vbh,167,vp,114,28
30vbh,168,nd,30,32
30vbh,168,dy,35,33
30vbh,169,s1,30,32
30vbh,169,c1,30,26
30vbh,169,c2,30,26
30vbh,169,bj,42,46
30vbh,170,nd,30,33
30vbh,170,dy,35,34
30vbh,170,pts1,,28
30vbh,170,s3,35,32
30vbh,170,vp,114,29
30vbh,173,s1,30,33
30vbh,176,c1,30,27
30vbh,176,c2,30,27
30vbh,177,bj,42,48
30vbh,178,nd,30,34
30vbh,178,s3,35,33
30vbh,178,vp,114,30
30vbh,179,dy,35,35
30vbh,181,s1,30,34
30vbh,183,pts1,,29
30vbh,184,vp,114,31
30vbh,185,c1,30,28
30vbh,185,c2,30,28
30vbh,187,s1,30,35
30vbh,187,nd,30,35
30vbh,187,dy,35,36
30vbh,187,bj,42,50
30vbh,187,s3,35,34
30vbh,189,s1,30,36
30vbh,189,,30,37
30vbh,189,c1,30,29
30vbh,189,,30,30
30vbh,189,nd,30,36
30vbh,189,c2,30,29
30vbh,189,,30,30
30vbh,189,dy,35,37
30vbh,189,,35,38
30vbh,189,bj,42,52
30vbh,189,,42,54
30vbh,189,pts1,,30
30vbh,189,,,31
30vbh,189,s3,35,35
30vbh,189,,35,36
30vbh,189,vp,114,32
30vbh,192,nd,30,37
30vbh,192,vp,114,33
30vbh,193,s3,35,37
30vbh,199,bj,42,56
30vbh,200,pts1,,32
30vbh,202,s1,30,38
30vbh,203,dy,35,39
30vbh,203,vp,114,34
30vbh,204,c1,30,31
30vbh,204,nd,30,38
30vbh,204,c2,30,31
30vbh,207,pts1,,33
30vbh,207,s3,35,38
30vbh,212,dy,35,40
30vbh,214,vp,114,35
30vbh,217,nd,30,39
30vbh,218,s1,30,39
30vbh,218,c1,30,32
30vbh,218,c2,30,32
30vbh,218,bj,42,58
